raDATE,T10YCM,USREC,3MTYSMR,3MBER,SPREAD,CPIAUCSL,RGDP
2017-07,2.32,0,1.07,1.087803317,1.232196683,244.39,
2017-08,2.21,0,1.01,1.026648869,1.183351131,245.297,
2017-09,2.2,0,1.03,1.047031619,1.152968381,246.418,
2017-10,2.36,0,1.07,1.087803317,1.272196683,246.587,
2017-11,2.35,0,1.23,1.250972816,1.099027184,247.332,
2017-12,2.4,0,1.32,1.342813856,1.057186144,247.901,
2018-01,2.58,0,1.41,1.434696832,1.145303168,248.884,
2018-02,2.86,0,1.57,1.598147983,1.261852017,249.369,
2018-03,2.84,0,1.7,1.731049817,1.108950183,249.498,
2018-04,2.87,0,1.76,1.792418716,1.077581284,249.956,
2018-05,2.98,0,1.86,1.894741778,1.085258222,250.646,
2018-06,2.91,0,1.9,1.935685556,0.974314444,251.134,
2018-07,2.89,0,1.96,1.997116827,0.892883173,251.597,
2018-08,2.89,0,2.03,2.068810315,0.821189685,251.879,
2018-09,3,0,2.13,2.171273834,0.828726166,252.01,
2018-10,3.15,0,2.25,2.294298825,0.855701175,252.794,
2018-11,3.12,0,2.33,2.376357195,0.743642805,252.76,
2018-12,2.83,0,2.37,2.417398901,0.412601099,252.723,
2019-01,2.71,0,2.37,2.417398901,0.292601099,252.673,
2019-02,2.68,0,2.39,2.437922885,0.242077115,253.113,
2019-03,2.57,0,2.4,2.44818566,0.12181434,254.148,
2019-04,2.53,0,2.38,2.427660632,0.102339368,254.958,
2019-05,2.4,0,2.35,2.396877004,0.003122996,255.155,
2019-06,2.07,0,2.17,2.212273825,-0.142273825,255.305,
2019-07,2.06,0,2.1,2.14052931,-0.08052931,256.161,
2019-08,1.63,0,1.95,1.986876981,-0.356876981,256.3,
2019-09,1.7,0,1.89,1.925448832,-0.225448832,256.358,
