raDATE,T10YCM,USREC,3MTYSMR,3MBER,SPREAD,FFR
2015-02,1.98,0,0.02,0.020278803,1.959721197,0.11
2015-03,2.04,0,0.03,0.030418973,2.009581027,0.11
2015-04,1.94,0,0.02,0.020278803,1.919721197,0.12
2015-05,2.2,0,0.02,0.020278803,2.179721197,0.12
2015-06,2.36,0,0.02,0.020278803,2.339721197,0.13
2015-07,2.32,0,0.03,0.030418973,2.289581027,0.13
2015-08,2.17,0,0.07,0.070984783,2.099015217,0.14
2015-09,2.17,0,0.02,0.020278803,2.149721197,0.14
2015-10,2.07,0,0.02,0.020278803,2.049721197,0.12
2015-11,2.26,0,0.12,0.121703583,2.138296417,0.12
2015-12,2.24,0,0.23,0.2333301,2.0066699,0.24
2016-01,2.09,0,0.26,0.263784476,1.826215524,0.34
2016-02,1.78,0,0.31,0.314552042,1.465447958,0.38
2016-03,1.89,0,0.29,0.294243475,1.595756525,0.36
2016-04,1.81,0,0.23,0.2333301,1.5766699,0.37
2016-05,1.81,0,0.27,0.273936962,1.536063038,0.37
2016-06,1.64,0,0.27,0.273936962,1.366063038,0.38
2016-07,1.5,0,0.3,0.304397501,1.195602499,0.39
2016-08,1.56,0,0.3,0.304397501,1.255602499,0.4
2016-09,1.63,0,0.29,0.294243475,1.335756525,0.4
2016-10,1.76,0,0.33,0.334862665,1.425137335,0.4
2016-11,2.14,0,0.45,0.456769575,1.683230425,0.41
2016-12,2.49,0,0.51,0.5177508,1.9722492,0.54
2017-01,2.43,0,0.51,0.5177508,1.9122492,0.65
2017-02,2.42,0,0.52,0.527916139,1.892083861,0.66
2017-03,2.48,0,0.74,0.751683844,1.728316156,0.79
2017-04,2.3,0,0.8,0.812754682,1.487245318,0.9
2017-05,2.3,0,0.89,0.90439575,1.39560425,0.91
2017-06,2.19,0,0.98,0.996078619,1.193921381,1.04
2017-07,2.32,0,1.07,1.087803317,1.232196683,1.15
2017-08,2.21,0,1.01,1.026648869,1.183351131,1.16
2017-09,2.2,0,1.03,1.047031619,1.152968381,1.15
2017-10,2.36,0,1.07,1.087803317,1.272196683,1.15
2017-11,2.35,0,1.23,1.250972816,1.099027184,1.16
2017-12,2.4,0,1.32,1.342813856,1.057186144,1.3
2018-01,2.58,0,1.41,1.434696832,1.145303168,1.41
2018-02,2.86,0,1.57,1.598147983,1.261852017,1.42
2018-03,2.84,0,1.7,1.731049817,1.108950183,1.51
2018-04,2.87,0,1.76,1.792418716,1.077581284,1.69
2018-05,2.98,0,1.86,1.894741778,1.085258222,1.7
2018-06,2.91,0,1.9,1.935685556,0.974314444,1.82
2018-07,2.89,0,1.96,1.997116827,0.892883173,1.91
2018-08,2.89,0,2.03,2.068810315,0.821189685,1.91
2018-09,3,0,2.13,2.171273834,0.828726166,1.95
2018-10,3.15,0,2.25,2.294298825,0.855701175,2.19
2018-11,3.12,0,2.33,2.376357195,0.743642805,2.2
2018-12,2.83,0,2.37,2.417398901,0.412601099,2.27
2019-01,2.71,0,2.37,2.417398901,0.292601099,2.4
2019-02,2.68,0,2.39,2.437922885,0.242077115,2.4
2019-03,2.57,0,2.4,2.44818566,0.12181434,2.41
2019-04,2.53,0,2.38,2.427660632,0.102339368,2.42
2019-05,2.4,0,2.35,2.396877004,0.003122996,2.39
2019-06,2.07,0,2.17,2.212273825,-0.142273825,2.38
2019-07,2.06,0,2.1,2.14052931,-0.08052931,2.4
2019-08,1.63,0,1.95,1.986876981,-0.356876981,2.13
2019-09,1.7,0,1.89,1.925448832,-0.225448832,2.04
